municipio_nome,situacao_obra,ambito,valor_inicial_contrato,valor_total_pago,contratada,cnpj_contratada,contratante,classificacao,data_paralisacao,descricao_obra,endereco,url_obra,data_prevista_conclusao
Osasco,Paralisada,Estadual,28375090.5,0,CONSÓRCIO TIISA-MPE,10.579.577/0001-53,COMPANHIA PAULISTA DE TRENS METROPOLITANOS - CPTM,Transporte - Ferrovias,Não informado,"Prestação de serviços de engenharia especializada para projeto, fornecimento e implantação de sistema de sinalização com intertravamentos vitais microprocessados para os domínios das estações Osasco - Linha 9 - esmeralda e Amador Bueno - Linha 8 - Diamante da CPTM.",Não informado,Não informado,23/01/2012
Osasco,Paralisada,Municipal,9506286.92,9467930.79,CONSTRUTORA LJA LTDA,01.560.379/0001-57,PREFEITURA MUNICIPAL DE OSASCO,Mobilidade urbana - vias urbanas,Não informado,Canalização do Córrego Rico,Não informado,Não informado,08/08/2010
Osasco,Paralisada,Estadual,7011556.43,4362366.58,COMPLEXA CONSTRUÇÕES LTDA,02.366.190/0001-90,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO - SABESP,"Esgotamento sanitário - Rede coletora, estações de tratamento e similares",Não informado,Execução de obras e serviços de engenharia para implantação de coletores para interligação ao interceptor ITI-06 – Município de Osasco -   Unidade de Negócio Oeste – Diretoria Metropolitana M.,Não informado,Não informado,09/07/2015
Osvaldo Cruz,Paralisada,Municipal,632307.53,0,CONSTRUTORA CALIFÓRNIA OSVALDO CRUZ LTDA,10.875.309/0001-89,PREFEITURA MUNICIPAL DE OSVALDO CRUZ,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,Construção de uma Unidade de Pronto Atendimento,Não informado,Não informado,17/03/2011
Ourinhos,Paralisada,Municipal,4231023.94,0,IGUAÇUMEC ELETROMECANICA LTDA,75.965.624/0001-42,SUPERINTENDENCIA DE AGUA E ESGOTO DE OURINHOS - SAE - OURINHOS,"Esgotamento sanitário - Rede coletora, estações de tratamento e similares",Não informado,Construção e Instalação de uma Usina de Reciclagem e compostagem de Lixo com capacidade de processamento de 100 toneladas de Lixo,Não informado,Não informado,27/06/2014
Ouro Verde,Paralisada,Municipal,667425.18,570012.53,GADU SANEAMENTO LTDA,05.745.835/0001-94,PREFEITURA MUNICIPAL DE OURO VERDE,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,Obra: 658675 - Esc. Educ. Infantil - Tipo C - Construção. Endereço: Rua Pernambuco esquina com Rua Ceará.,Não informado,Não informado,29/05/2012
Ouro Verde,Paralisada,Municipal,124456.5,50212.39,PEDRO PAULO DE MELO PARANHOS -ME,15.081.419/0001-92,PREFEITURA MUNICIPAL DE OURO VERDE,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,Construção de Academia de Saúde Modalidade Básica. N° da Proposta: 44882.637000/1110-05- Convênio com o Ministério da Saúde. Endereço: Rua Piauí- Parte dos Lotes 04 e 05 da Quadra 26.,Não informado,Não informado,31/12/2012
Palmeira d'Oeste,Paralisada,Municipal,705459.47,553528.55,A. Z. BERTOLASSI ENGENHARIA-ME,21.057.408/0001-70,PREFEITURA MUNICIPAL DE PALMEIRA D OESTE,Mobilidade urbana - vias urbanas,Não informado,DUPLICAÇÃO E REVITALIZAÇÃO DA AVENIDA ADALGISO LUIZ DO PRADO,Não informado,Não informado,04/08/2017
Palmital,Paralisada,Municipal,234047.26,163004.48,SILVIO CAVALCANTE CONSTRUTORA EIRELI - EPP,13.958.330/0001-36,PREFEITURA MUNICIPAL DE PALMITAL,"Equipamento urbanos (praças, quadras e similares)",Não informado,"Implantação e Modernização de Infraestrutura Esportiva, construção de um campo de Bocha.\nObs: A obra se encontra paralisada devido a uma rescisão contratual com a empresa e encontra-se em atualização da documentação técnica com a Caixa Econômica Federal para realização de um novo certame licitatório.",Não informado,Não informado,03/02/2016
Panorama,Paralisada,Municipal,293035.02,0,RJ PAVIMENTAÇÃO LTDA-EPP,19.880.345/0001-05,PREFEITURA MUNICIPAL DE PANORAMA,Mobilidade urbana - vias urbanas,Não informado,PAVIMENTAÇÃO ASFALTICA TIPO CBUQ,Não informado,Não informado,27/01/2019
Panorama,Paralisada,Municipal,266761.01,222778.89,ADAMI & MARQUES LTDA,12.796.073/0001-10,PREFEITURA MUNICIPAL DE PANORAMA,"Esgotamento sanitário - Rede coletora, estações de tratamento e similares",Não informado,CENTRO DE TRIAGEM DE MATERIAIS RECICLAVEIS,Não informado,Não informado,25/11/2016
Panorama,Paralisada,Municipal,280321.17,0,NOROMIX CONCRETO LTDA,10.558.895/0001-38,PREFEITURA MUNICIPAL DE PANORAMA,Mobilidade urbana - vias urbanas,Não informado,RECAPEAMENTO ASFALTICO TIPO CBUQ - PROCESSO 47/2018 - TP : 04/2018,Não informado,Não informado,04/12/2018
Panorama,Paralisada,Estadual,260532,276236.21,ELGEL ELETRICIDADE E ENGENHARIA LTDA,67.343.533/0001-47,TRIBUNAL DE JUSTICA DO ESTADO DE SAO PAULO - TJ SP,Energia - distribuição (rede interna urbana e similares),Não informado,"Reforma das instalações elétricas da edificação, e obras auxiliares para o Fórum da Comarca de Panorama.",Não informado,Não informado,30/08/2017
Paraguaçu Paulista,Paralisada,Municipal,560042.65,0,JOSE F. DOS SANTOS FILHO JOAO RAMALHO - ME ,13.214.996/0001-80,PREFEITURA MUNICIPAL DE PARAGUACU PAULISTA,Mobilidade urbana - vias urbanas,Não informado,CONSTRUÇÃO DO PAVILHÃO TURISTICO,Não informado,Não informado,31/12/2019
Paraguaçu Paulista,Paralisada,Municipal,809169.75,0,CONSTRUTORA COSTA & COSTA ,01.828.887/0001-73,PREFEITURA MUNICIPAL DE PARAGUACU PAULISTA,Mobilidade urbana - vias urbanas,Não informado,CONSTRUÇÃO DO PAVILHÃO DE EVENTOS,Não informado,Não informado,31/12/2019
Paraguaçu Paulista,Paralisada,Municipal,708284.96,0,ANTONIO BARBOSA PERUGINI,11.274.402/0001-09,PREFEITURA MUNICIPAL DE PARAGUACU PAULISTA,Mobilidade urbana - vias urbanas,Não informado,IMPLANTAÇÃO E EQUIPAMENTO FRIGORÍFICO REGIONAL DE OVINOS,Não informado,Não informado,31/12/2020
Paraíso,Paralisada,Municipal,254071.11,0,LARA CONSTRUÇÕES E EMPRENDIMENTOS IMOBILIÁRIOS LTDA - ME,17.523.329/0001-30,PREFEITURA MUNICIPAL DE PARAISO,"Equipamento urbanos (praças, quadras e similares)",Não informado,"Centro de Lazer do Trabalhador Ângelo Brambatti""""",Rua São João,"https://www.google.com.br/maps/place/Centro+De+Lazer+Do+Trabalhador+Angelo+Brambatti/@-21.018724,-487757283.17z/data=!4m5!3m4!1s0x94bc06c3f082faab:0x6f26944be2dd61e7!8m2!3d-21.0184674!4d-48.7737487",10/10/2018
Paranapanema,Paralisada,Municipal,1040353.33,745154.03,ATLÂNTICA CONSTRUÇÕES COMÉRCIO E SERRVIÇOS EIRELLI,00.844.138/0001-77,PREFEITURA MUNICIPAL DE PARANAPANEMA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,REFORMA E AMPLIAÇÃO DO CENTRO MULTICULTURAL,Não informado,Não informado,24/11/2019
Paranapanema,Paralisada,Municipal,528393.88,179297.97,MATERIAIS PARA CONSTRUÇÃO SILVA & MOURA LTDA - EPP,01.757.098/0001-99,PREFEITURA MUNICIPAL DE PARANAPANEMA,"Equipamento urbanos (praças, quadras e similares)",Não informado,3ª ETAPA DE CICLOVIA,Não informado,Não informado,20/02/2020
Paranapanema,Paralisada,Municipal,455655.88,197529.27,MATERIAIS PARA CONSTRUÇÃO SILVA & MOURA LTDA - EPP,01.757.098/0001-99,PREFEITURA MUNICIPAL DE PARANAPANEMA,"Equipamento urbanos (praças, quadras e similares)",Não informado,"REFORMA E REMODELAÇÃO DE PARQUES, PRAÇAS E ILUMINAÇÃO",Não informado,Não informado,30/12/2019
Paranapanema,Paralisada,Municipal,449936.45,404547.72,MATERIAIS PARA CONSTRUÇÃO SILVA & MOURA LTDA - EPP,01.757.098/0001-99,PREFEITURA MUNICIPAL DE PARANAPANEMA,Mobilidade urbana - vias urbanas,Não informado,CONSTRUÇÃO DO TERMINAL RODOVIÁRIO DO DISTRITO CAMPOS DE HOLAMBRA,Não informado,Não informado,30/12/2019
Paranapanema,Paralisada,Municipal,1637749.14,1414742.88,PAULO A. M. RIBEIRO CONSTRUTORA ME,11.448.570/0001-65,PREFEITURA MUNICIPAL DE PARANAPANEMA,Mobilidade urbana - vias urbanas,Não informado,CONSTRUÇÃO DE TERMINAL RODOVIÁRIO,Não informado,Não informado,03/12/2019
Paranapanema,Paralisada,Municipal,2388850.83,1471524.84,ATLÂNTICA CONSTRUÇÕES COMÉRCIO E SERRVIÇOS EIRELLI,00.844.138/0001-77,PREFEITURA MUNICIPAL DE PARANAPANEMA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,2629098.87,Não informado,Não informado,30/12/2019
Paranapanema,Paralisada,Municipal,219931.08,181534.32,MFL CONSTRUTORA LTDA ME,15.458.113/0001-02,PREFEITURA MUNICIPAL DE PARANAPANEMA,"Equipamento urbanos (praças, quadras e similares)",Não informado,CONSTRUÇÃO DE PISCINA SEMI - OLÍMPICA,Não informado,Não informado,30/12/2019
Patrocínio Paulista,Paralisada,Municipal,302286.91,0,SRA ENGENHARIA EIRELI - EPP,23.160.092/0001-72,PREFEITURA MUNICIPAL DE PATROCINIO PAULISTA,"Equipamento urbanos (praças, quadras e similares)",Não informado,"Obras de recapeamento, reforma e revitalização da Praça José Barcellos. Contrato Administrativo nº 001/2018.",Não informado,Não informado,31/12/2018
Paulicéia,Paralisada,Municipal,259188,51774.06,CC DA SILVA CONSTRUÇÕES - ME ,00.481.049/0002-94,PREFEITURA MUNICIPAL DE PAULICEIA,"Equipamento urbanos (praças, quadras e similares)",Não informado,"Construção de um galpão para abrigar o centro de triagem de resíduos sólidos – Tipo I, do projeto de coleta seletiva no município de Paulicéia/SP, tendo em vista o contrato de repasse nº CT 398.363-91/2012/CAIXA/CESP. Contrato firmado entre a Prefeitura Municipal e a empresa para execução dos serviços sob nº 104/2016, de 09 de junho de 2016. Obra paralisada em decorrência da reprogramação do Contrato de Repasse, tendo em vista que a empresa Carlos Cesar da Silva Construções - ME não concluiu as obras dentro do prazo determinado, sendo o contrato nº 104/2016 rescindido com a Prefeitura. Ainda, será aberto o processo licitatório para execução dos serviços remanescentes e posterior prestação de contas aos órgãos competentes.",Não informado,Não informado,30/12/2016
Paulínia,Paralisada,Municipal,1812433.49,633924.73,TETO CONSTRUTORA S/A,13.034.156/0001-35,PREFEITURA MUNICIPAL DE PAULINIA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,Construção de Escola de Educação Infantil Tipo B 110 v - Creche Bairro Betel - Concorrência Pública nº 02/2012 - Protocolo nº 20.619/2011 - Contrato nº 140/2012 - Ordem de Serviço nº 04/2012,Não informado,Não informado,05/03/2013
Pedranópolis,Paralisada,Municipal,1110210.28,1027591.18,F. MOREIRA DOS SANTOS MATERIAIS DE CONSTRUÇÃO EPP,19.110.316/0001-64,PREFEITURA MUNICIPAL DE PEDRANOPOLIS,"Equipamento urbanos (praças, quadras e similares)",Não informado,"1 - Prainha Ecológica do Águão, Convênio SJDC/FID 2016, Processo SJDC N.º 000289/2015",Não informado,Não informado,22/01/2017
Pedranópolis,Paralisada,Municipal,1099999.99,958442.24,SANTOS & VENTUROLI CONSTRUTORA LTDA. - EPP,12.837.764/0001-15,PREFEITURA MUNICIPAL DE PEDRANOPOLIS,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,"1 - Creche Escola, Convênio PAEM/EDUCAÇÃO INFANTIL/2013 - CÓDIGO FDE 12.01.226 - PI N.º 2012/00943 - PROCESSO 05459/2012-SE.",Não informado,Não informado,09/10/2019
Pedranópolis,Paralisada,Municipal,437257.74,194556.78,F. MOREIRA DOS SANTOS MATERIAIS DE CONSTRUÇÃO EPP,19.110.316/0001-64,PREFEITURA MUNICIPAL DE PEDRANOPOLIS,"Equipamento urbanos (praças, quadras e similares)",Não informado,"2 - Reforma e revitalização da Praça da Matriz de Pedranópolis, Processo n.º 2586.1009180-53/2013, Contrato OGU 791512/2013.",Não informado,Não informado,22/01/2017
Pedro de Toledo,Paralisada,Municipal,3626290.25,2008404.97,TECPER FUNDAÇÕES E GEOTECNIA EIRELI,60.736.048/0001-94,PREFEITURA MUNICIPAL DE PEDRO DE TOLEDO,"Mobilidade urbana - Pontes, viadutos e similares",Não informado,EXECUÇÃO DE UMA PONTE NO BAIRRO DA CAÇADINHA E DE UM MURO DE GABIÃO NA AV. SÃO JOSÉ - OBRAS DE DEFESA CIVIL,Não informado,Não informado,11/11/2017
Penápolis,Paralisada,Municipal,1008468.57,174567.91,TANGERE CONSTRUÇÕES E SERVIÇOS LTDA ME,01.055.592/0001-01,PREFEITURA MUNICIPAL DE PENAPOLIS,"Mobilidade urbana - Pontes, viadutos e similares",12/11/2016,"Ampliação de prédio industrial, através de empreitada global, com fornecimento de materiais, equipamentos e mão de obra necessária à execução total dos serviços, conforme Tomada de Preços nº 12/2014 – Processo nº 161/2014.",RUA ADRELINO VAZ DE ARRUDA,,20/12/2015
Penápolis,Paralisada,Municipal,495005.24,267690.67,T N OKA TECNOLOGIA E CONSTRUÇÕES LTDA - EPP,20.063.519/0001-26,PREFEITURA MUNICIPAL DE PENAPOLIS,"Equipamento urbanos (praças, quadras e similares)",24/04/2019,"Execução de melhorias na iluminação, construção de sanitários públicos masculino e feminino para torcedores e ampliação de arquibancadas de concreto armado no Estádio Municipal “Tenente Carriço”, em conformidade com a Tomada de Preços nº 03/2015 – Processo nº 64/2015.",AV. DO ESTÁDIO,,25/05/2016
Penápolis,Paralisada,Municipal,1516597.62,481634.94,COPEL CONSTRUÇÕES INDUSTRIA E COMERCIO LTDA,00.623.468/0001-32,PREFEITURA MUNICIPAL DE PENAPOLIS,"Esgotamento sanitário - Rede coletora, estações de tratamento e similares",Não informado,"Construção de galerias coletoras de águas pluviais no Bairro Jardim, conforme Concorrência Pública nº 02/2017 – Processo nº 119/2017.",RUA ANTONIETA VILELA FERREIRA,,11/12/2018
Peruíbe,Paralisada,Municipal,310148.96,185757.24,TECNOBRASIL CONSTRUÇÕES E MULTISERVIÇOS LTDA - ME,05.697.047/0001-70,PREFEITURA MUNICIPAL DE PERUIBE,"Equipamento urbanos (praças, quadras e similares)",Não informado,CONSTRUÇÃO DE QUADRA POLIESPORTIVA NO LOTEAMENTO RESIDENCIAL PARK DAVILLE,RUA DARCY LACERDA,,28/09/2015
Peruíbe,Paralisada,Municipal,299598.65,148437.15,EMPENHO CONSTRUÇÕES S/C LTDA,04.330.591/0001-16,PREFEITURA MUNICIPAL DE PERUIBE,"Equipamento urbanos (praças, quadras e similares)",Não informado,REFORMA DA QUADRA DO GUARAÚ COM FORNECIMENTO DE MATERIAIS,Não informado,Não informado,16/12/2015
Peruíbe,Paralisada,Municipal,892453.31,901938.53,EMPENHO CONSTRUÇÕES S/C LTDA,04.330.591/0001-16,PREFEITURA MUNICIPAL DE PERUIBE,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,CONSTRUÇÃO DE CRECHE NO BALNEÁRIO ANTONIO NOVAES,RUA 17 ESQUINA COM RUA 8,,05/02/2016
Piedade,Paralisada,Municipal,860458.78,211469.43,DELIBERALI SERVIÇOS E CONSTRUÇÕES LTDA  ME,08.756.015/0001-96,PREFEITURA MUNICIPAL DE PIEDADE,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,"INSTALAÇÃO DO CENTRO DIA DO IDOSO"", LOCALIZADO A RUA JOSÉ DA SILVA SOARES SOBRINHO - BAIRRO CDHU - ""AYRTON SENNA"" - NA CIDADE DE PIEDADE /SP.""",Não informado,Não informado,15/02/2017
Pilar do Sul,Paralisada,Municipal,184153.06,40652.28,MAHAL SERVIÇOS EM CONSTRUÇÃO CIVIL EIRELI- EPP,21.355.502/0001-05,PREFEITURA MUNICIPAL DE PILAR DO SUL,"Equipamento urbanos (praças, quadras e similares)",Não informado,"Dados de obra Paralisada no Município de Pilar do Sul  Contratada: Mahal Serviços em Construção Civil Eireli - EPP  Objeto: Construção de Jazigo no Cemitério das Acácias (272 gavetas)  Valor: R$ 184153.06  Prazo: 4 meses a partir de 28/06/2018 (ordem de serviço)  Percentual executado: 22.0753 %  Valor Pago: R$ 40652.28  Status (x) paralisada  Motivo: Dificuldades da contratada em cumprir com as condições contratuais.  Com o cronograma de obra atrasado foi realizado um aditamento de prazo , definindo um novo cronograma, porém novamente não foi cumprido. A obra encontrava-se sem material, funcionários parados no canteiro de obra, recusando- se a trabalhar por não estar recebendo o devido salário pela empresa contratada. Após análise jurídica de toda a situação da obra, houve rescisão unilateral do contrato (DATADO EM 28/12/2018, com base na Lei nº 8666/93.",Não informado,Não informado,28/10/2018
Pilar do Sul,Paralisada,Municipal,781246.8,353698.8,CONSTRUTORA MECA LTDA – EPP,07.797.730/0001-04,PREFEITURA MUNICIPAL DE PILAR DO SUL,"Esgotamento sanitário - Rede coletora, estações de tratamento e similares",Não informado,"Dados de obra Paralisada no Município de Pilar do Sul:  Contratada: Construtora Meca Ltda – EPP  Objeto: Aquisição e Instalação 201 Unidades Sanitárias Individuais ( USI’S) nas Comunidades descritas no plano de trabalho dos convênios SSRH 03/2012 e SSRH 01/2013 – Programa Água e Vida.  Valor: R$ 781246.80   Prazo: 1 Ano a partir de 17/06/2015 (ORDEM DE SERVIÇO)  Percentual executado: 45.27 %  Valor Pago: R$ 353698.80  Status (x) paralisada  Motivo: Não atendimento do cronograma de obra pela empresa, resultado em extinção do contrato pelo término de seu prazo. A obra encontra-se paralisada aguardando a conclusão de um termo aditivo ao contrato de convênio junto com a Secretaria de Saneamento e Recursos Jurídicos, para que seja possível a abertura de um novo certame licitatório, possibilitando a conclusão das próximas fases execução do Programa Água e Vida II.",Não informado,Não informado,17/06/2016
Pilar do Sul,Paralisada,Estadual,4730000,233418.02,CONSTRUTORA VIASOL LTDA - EPP,12.049.132/0001-97,COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E URBANO DO ESTADO DE SAO PAULO - CDHU,Habitação,30/04/2019,"CH Pilar do Sul D -  Cont. 214/18 Execução de Obras e serviços de engenharia para a realização do empreendimento composto por 68UHs com sistema gerador solar fotovoltaico, kit barra de apoio, entrada de energia padrão ELEKTRO 220/127V, terraplenagem, drenagem, pavimentação, urbanismo, muro de arrimo e fechamento.",Não informado,Não informado,20/09/2021
Pindorama,Paralisada,Municipal,348835,0,BIOCYCLUS IND. E COM. DE ASFALTO EIRELLI-ME,08.811.617/0001-07,PREFEITURA MUNICIPAL DE PINDORAMA,Mobilidade urbana - vias urbanas,Não informado,"Obras de recapeamento asfáltico em C.B.U.Q, em diversas ruas do Município de Pindorama",Não informado,Não informado,09/09/2018
Piquete,Paralisada,Municipal,600000,120000,LUQUIP TERRAPLENAGEM LTDA - EPP,32.327.348/0001-84,PREFEITURA MUNICIPAL DE PIQUETE,Mobilidade urbana - vias urbanas,Não informado,Recapeamento de Vias Públicas no município de Piquete/SP,Não informado,Não informado,03/11/2018
Piquete,Paralisada,Municipal,208661.15,66753.77,GODOY E TABACO ARTEFATOS DE CIMENTO EPP,08.569.678/0001-00,PREFEITURA MUNICIPAL DE PIQUETE,Mobilidade urbana - vias urbanas,Não informado,Implantação de Passeios Públicos,Não informado,Não informado,02/07/2017
Piracicaba,Paralisada,Estadual,11853599.29,293648.78,ATLÂNTICA CONSTRUÇÕES COMÉRCIO E SERRVIÇOS EIRELLI,00.844.138/0001-77,UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP,"Educação - Universidades, Faculdades, Escolas e similares",27/06/2017,Construção do Edifício de Pré Clínica da Faculdade de Odontologia de Piracicaba - FOP - UNICAMP,Avenida Limeira,"https://www.google.com.br/maps/place/Av.+Limeira,+901+-+Arei%C3%A3o,+Piracicaba+-+SP,+13405-218/@-22.7020405,-476514112.833m/data=!3m2!1e3!4b1!4m5!3m4!1s0x94c6317e8bf0baf1:0xd115673b8195b0f!8m2!3d-22.7020455!4d-47.6492225",14/11/2019
Pirajuí,Paralisada,Municipal,480926.44,356813.02,JMR2 CONSTRUTORA E SERVIÇOS LTDA.,17.667.009/0001-53,PREFEITURA MUNICIPAL DE PIRAJUI,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,REFORMA DE PRÉDIO EXISTENTE PARA INSTALAÇÃO DE PSF - PROGRAMA SAÚDE DA FAMÍLIA,Não informado,Não informado,01/08/2015
Pirapora do Bom Jesus,Paralisada,Municipal,403825.44,326338.41,CORPAV TRANSPORTES E EMPREECIMENTOS EIRELI EPP,57.618.191/0001-77,PREFEITURA MUNICIPAL DE PIRAPORA DO BOM JESUS,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,"Construção Unidade Básica de Saúde – Parque Payol, paralisada desde 01 de dezembro de 2017, no qual foram efetuadas várias tentativas de contato via telefone, correio, e-mail, não obtendo nenhum tipo de retorno da contratada, sendo então aplicada multa no valor de R$ 120743.84 (cento e vinte mil, setecentos e quarenta e três reais e oitenta e quatro centavos) e  rescindido o contrato unilateralmente no dia 18 de dezembro de 2018 e publicado no DOE, estamos em contato com SISMOB e FNS e departamento de Atenção Básica de Saúde solicitando procedimentos para nova licitação.",Não informado,Não informado,08/09/2017
Pirapozinho,Paralisada,Municipal,558906.91,120000,NOROMIX CONCRETO LTDA,10.558.895/0001-38,PREFEITURA MUNICIPAL DE PIRAPOZINHO,Mobilidade urbana - vias urbanas,Não informado,OBRAS DE INFRAESTRUTURA URBANA - RECAPEAMENTO ASFÁLTICO EM DIVERSOS BAIRROS DO MUNICÍPIO.,Não informado,Não informado,20/08/2018
Pirassununga,Paralisada,Municipal,675000,675000.3,CONSTRUMETA CONSTRUÇÃO CIVIL LTDA,00.957.707/0001-90,PREFEITURA MUNICIPAL DE PIRASSUNUNGA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,"construção do centro dia do idoso  PS= não há ícone de promoção social na classificação, item 05 desse questionário, por isso foi preenchido como educação uma vez que o preenchimento é obrigatório.",Não informado,Não informado,07/07/2015
Pirassununga,Paralisada,Municipal,205190.04,0,ULIARTE PRÉ FABRICADO E ESTRUTURAS METÁLICAS EIRELLI – EPP,17.152.327/0001-81,PREFEITURA MUNICIPAL DE PIRASSUNUNGA,"Equipamento urbanos (praças, quadras e similares)",Não informado,Execução de construção de estrutura e cobertura metálica de quadra poliesportiva e revestimento de piso em grama sintética no Jd. Redentor,Não informado,Não informado,12/08/2018
Pirassununga,Paralisada,Municipal,691265.51,367547.34,AB CONSTRUÇÕES LTDA EPP,58.357.591/0001-39,PREFEITURA MUNICIPAL DE PIRASSUNUNGA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,Reforma e Ampliação de uma Pré escola no Jd. Kanebo,Não informado,Não informado,07/12/2018
Pirassununga,Paralisada,Municipal,498996.12,0,CONSTRUBRASS CONSTRUTORA LTDA EPP,10.450.429/0001-34,PREFEITURA MUNICIPAL DE PIRASSUNUNGA,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,"Construção de uma unidade de Saúde Padrão II, localizada no Bairro Vila Santa Fé, A empresa não chegou a executar a obra.",Não informado,Não informado,26/04/2017
Pirassununga,Paralisada,Municipal,206811.63,62142.04,CONSTRUMETA CONSTRUÇÃO CIVIL LTDA,00.957.707/0001-90,PREFEITURA MUNICIPAL DE PIRASSUNUNGA,Energia - combustíveis e derivados,Não informado,Construção de cobertura e piso para posto de abastecimento de combustíveis no Pátio municipal,Não informado,Não informado,01/12/2018
Pirassununga,Paralisada,Municipal,667846.35,246926.39,CONSTRUBRASS CONSTRUTORA LTDA EPP,10.450.429/0001-34,PREFEITURA MUNICIPAL DE PIRASSUNUNGA,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,"Construção de uma unidade de Saúde Padrão II, localizada na Rua Guido Trevisan, Jd. Italia.",Não informado,Não informado,15/02/2017
Pirassununga,Paralisada,Municipal,322107.38,304518.12,CONSTRUMETA CONSTRUÇÃO CIVIL LTDA,00.957.707/0001-90,PREFEITURA MUNICIPAL DE PIRASSUNUNGA,"Equipamento urbanos (praças, quadras e similares)",Não informado,"Mão de obra, equipamentos e materiais para reforma, ampliação e iluminação de campo de futebol. obs: Esse contrato sofreu uma supressão de R$ 9677.39 do valor inicial de R$ 322107.38. A contra partida que inicialmente foi de R$ 78357.38 reais, passou a ser de R$ 68679.99, e o valor de repasse se manteve em R$ 243750.00.",Não informado,Não informado,18/05/2017
Pitangueiras,Paralisada,Municipal,1279345,1216825.54,ML SANCHEZ DA SILVA CONSTRUÇÕES ME,15.548.066/0001-98,PREFEITURA MUNICIPAL DE PITANGUEIRAS,"Equipamento urbanos (praças, quadras e similares)",Não informado,"Reforma e ampliação do Centro de Lazer do Trabalhador - Empresa Contratada: ML SANCHEZ DA SILVA CONSTRUÇÕES – ME - Valor: R$ 1279345.00 Prazo: 06 meses, com início em 10/08/2015 e término em 09/02/2016. A obra foi aditada duas vezes por igual período, com prazo findo em 10/02/2017.  Percentual executado: 95.11% Valor pago: R$ 1216825.54 Status: PARALISADA A empresa paralisou as obras pleiteando aditamento na transição da gestão municipal em 2016, sem sucesso, levou à impossibilidade de conclusão do objeto no período contratual. Após notificação e transcurso dos prazos de defesa a prefeitura iniciou processo de penalização e esta iniciando processo judicial, que tramita internamente.",Não informado,Não informado,09/02/2016
Pitangueiras,Paralisada,Municipal,303500,292150.36,ML SANCHEZ DA SILVA CONSTRUÇÕES ME,15.548.066/0001-98,PREFEITURA MUNICIPAL DE PITANGUEIRAS,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,"Reforma e reparos gerais na Escola Antônio Domingos Paro - Empresa Contratada: ML SANCHEZ DA SILVA CONSTRUÇÕES – ME - Valor: R$303500.00 A empresa paralisou as obras pleiteando aditamento na transição da gestão municipal em 2016, sem sucesso,o que levou à impossibilidade de conclusão do objeto no período contratual. Após notificação e transcurso dos prazos de defesa a prefeitura iniciou processo de penalização e esta iniciando processo judicial, que tramita internamente sob nº 8285/2016",Não informado,Não informado,30/12/2016
Pitangueiras,Paralisada,Municipal,4328947.4,4216884.51,VIVIAN CAROLINE DE ALMEIDA FELIPPE - ME,17.190.079/0001-63,PREFEITURA MUNICIPAL DE PITANGUEIRAS,Mobilidade urbana - vias urbanas,Não informado,"Pavimentação asfáltica, recapeamento asfáltico, construção de calçamento com acessibilidade, guias e sarjetas, galerias superficiais e sinalização viária (PAC II) Empresa Contratada: VIVIAN CAROLINE DE ALMEIDA FELIPPE – ME - Valor: R$ 4328947.40 Prazo: 365 dias, com início em 20/10/2014 e seu término em 19/10/2015. A obra foi aditada duas vezes por igual período, com prazo findo em 19/10/2017.  Percentual executado: 97.41% Valor pago: R$ 4216884.51 Contrato firmado por gestões anteriores se arrastou com empresa que demonstrou dificuldades técnicas e financeiras, e após reiteradas fiscalizações desta gestão solicitando correção de serviços realizados sem a qualidade necessária, transcorreu o período contratual sem a efetiva conclusão do objeto. Iniciou-se o processo de penalização da empresa.",Não informado,Não informado,19/10/2015
